epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,38885.1,0.4358,0.69199,0.48627,0.93504,0.8881,0.75914,0.85008,0.78141,0.88438,0.76289,0.84713,0.73667,0.3301,0.65468,0.42467,0.87881,0.0084655,0.0084655,0.0084655
64,39501.4,0.43645,0.6834,0.48178,0.934,0.88029,0.77191,0.85024,0.78063,0.89278,0.76757,0.84801,0.7326,0.33364,0.66418,0.42021,0.88402,0.00844075,0.00844075,0.00844075
65,40117.5,0.4349,0.69492,0.48085,0.93222,0.87814,0.77132,0.84868,0.78181,0.87742,0.7707,0.84528,0.73152,0.3312,0.67207,0.42092,0.87986,0.008416,0.008416,0.008416
66,40733.2,0.43267,0.69099,0.47756,0.93048,0.87023,0.77851,0.85088,0.78403,0.87522,0.77788,0.8484,0.73982,0.32864,0.6647,0.41762,0.8741,0.00839125,0.00839125,0.00839125
67,41349.8,0.43557,0.67429,0.47626,0.93309,0.88579,0.76976,0.85204,0.78372,0.89572,0.76476,0.84995,0.73653,0.32762,0.66045,0.41504,0.87359,0.0083665,0.0083665,0.0083665
68,41965.6,0.42968,0.67605,0.46826,0.92929,0.88077,0.78069,0.85074,0.78574,0.8871,0.77413,0.84893,0.73886,0.32194,0.65924,0.41799,0.87199,0.00834175,0.00834175,0.00834175
69,42581.5,0.42538,0.66303,0.46448,0.92835,0.88188,0.77666,0.8523,0.78554,0.88281,0.77663,0.84925,0.74026,0.32492,0.65051,0.41629,0.87621,0.008317,0.008317,0.008317
70,43197.5,0.42709,0.66407,0.46528,0.93049,0.87028,0.78413,0.85159,0.78473,0.89238,0.76676,0.85053,0.73962,0.32327,0.64894,0.41182,0.87879,0.00829225,0.00829225,0.00829225
71,43813.6,0.4246,0.67151,0.46252,0.92651,0.8782,0.78475,0.85386,0.78602,0.88836,0.77805,0.85182,0.74045,0.32133,0.6456,0.41238,0.87553,0.0082675,0.0082675,0.0082675
72,44429.3,0.426,0.67195,0.46665,0.92929,0.89195,0.76976,0.85453,0.7857,0.89222,0.7707,0.85119,0.74044,0.32356,0.64416,0.42049,0.87417,0.00824275,0.00824275,0.00824275
73,45045.6,0.42404,0.66481,0.4615,0.92637,0.89712,0.77364,0.85438,0.78688,0.90002,0.77614,0.85272,0.7399,0.32168,0.64472,0.41431,0.87356,0.008218,0.008218,0.008218
74,45662.7,0.4271,0.67511,0.46373,0.92619,0.89158,0.77842,0.85599,0.78837,0.89318,0.77841,0.85265,0.74114,0.31936,0.64277,0.41339,0.87214,0.00819325,0.00819325,0.00819325
75,46279.5,0.41777,0.65087,0.45195,0.92516,0.89058,0.78007,0.85698,0.78972,0.89548,0.77622,0.85341,0.74399,0.3147,0.64375,0.41016,0.87004,0.0081685,0.0081685,0.0081685
76,46896.2,0.42144,0.65823,0.45933,0.92401,0.88188,0.7837,0.85612,0.78996,0.89148,0.78018,0.85402,0.74372,0.31469,0.64364,0.40628,0.8697,0.00814375,0.00814375,0.00814375
77,47512.2,0.41617,0.65545,0.45474,0.92197,0.89886,0.77188,0.857,0.79099,0.89908,0.77663,0.85534,0.74477,0.31472,0.64106,0.40403,0.87209,0.008119,0.008119,0.008119
78,48126.3,0.41469,0.64183,0.44738,0.92058,0.89337,0.77445,0.8563,0.79105,0.8957,0.77632,0.85426,0.74499,0.31309,0.64066,0.40002,0.87061,0.00809425,0.00809425,0.00809425
79,48740.2,0.4158,0.64219,0.44944,0.92318,0.90292,0.77382,0.85719,0.79185,0.9019,0.77726,0.85564,0.74589,0.31237,0.63967,0.40047,0.86913,0.0080695,0.0080695,0.0080695
80,49354.1,0.41716,0.65066,0.44256,0.92089,0.88163,0.78069,0.8558,0.79128,0.89545,0.77593,0.85343,0.74082,0.31249,0.64233,0.40448,0.86928,0.00804475,0.00804475,0.00804475
81,49967.8,0.41634,0.64977,0.44853,0.92031,0.88715,0.77607,0.85493,0.79024,0.89737,0.77302,0.85318,0.741,0.31258,0.64054,0.40803,0.86954,0.00802,0.00802,0.00802
82,50581.7,0.41433,0.64032,0.44487,0.91984,0.88,0.77944,0.85404,0.78988,0.88346,0.77976,0.85251,0.74097,0.31379,0.64346,0.40891,0.87144,0.00799525,0.00799525,0.00799525
83,51196.4,0.41577,0.63637,0.44251,0.91976,0.88258,0.77726,0.85435,0.79135,0.89309,0.77351,0.85363,0.74083,0.31422,0.64634,0.40492,0.87201,0.0079705,0.0079705,0.0079705
84,51811.4,0.41198,0.63733,0.43336,0.91567,0.87665,0.78376,0.85639,0.79179,0.87834,0.78444,0.85385,0.74125,0.31233,0.64948,0.40326,0.87082,0.00794575,0.00794575,0.00794575
85,52426.8,0.41366,0.64347,0.4376,0.92231,0.88702,0.77694,0.8573,0.79249,0.89227,0.77507,0.85342,0.74132,0.3111,0.64828,0.4035,0.86939,0.007921,0.007921,0.007921
