epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,10943.9,0.546,0.92246,0.60512,0.9612,0.8406,0.70918,0.78594,0.69072,0.85043,0.70198,0.78059,0.66405,0.47534,0.98853,0.56783,0.92238,0.006535,0.006535,0.006535
107,11047.1,0.54903,0.94015,0.60389,0.96427,0.84833,0.70688,0.78648,0.69137,0.84842,0.70512,0.78103,0.66447,0.47426,0.98586,0.56543,0.92198,0.006502,0.006502,0.006502
108,11150.1,0.54178,0.91641,0.5899,0.96038,0.84574,0.70674,0.78752,0.69092,0.84949,0.70231,0.78128,0.66459,0.47496,0.98647,0.56576,0.92293,0.006469,0.006469,0.006469
109,11253.4,0.5457,0.93056,0.60225,0.96353,0.84347,0.71069,0.78764,0.69132,0.84574,0.70674,0.782,0.66534,0.47498,0.98628,0.56719,0.92293,0.006436,0.006436,0.006436
110,11356.6,0.55238,0.93179,0.60557,0.96505,0.84035,0.71387,0.78794,0.69202,0.84256,0.71103,0.7829,0.66581,0.47496,0.98939,0.56772,0.92291,0.006403,0.006403,0.006403
111,11459.8,0.54261,0.93222,0.59495,0.95753,0.84535,0.70998,0.78873,0.69195,0.84549,0.70926,0.78331,0.66618,0.47686,0.99055,0.56637,0.92473,0.00637,0.00637,0.00637
112,11562.7,0.54404,0.92944,0.59244,0.95995,0.8405,0.71419,0.78855,0.69133,0.84566,0.71023,0.7834,0.66617,0.47675,0.99,0.5663,0.92508,0.006337,0.006337,0.006337
113,11666.1,0.54315,0.93537,0.59312,0.95869,0.84539,0.70674,0.78859,0.69098,0.84694,0.70804,0.78403,0.66568,0.47719,0.99049,0.56652,0.92599,0.006304,0.006304,0.006304
114,11769.1,0.54279,0.92428,0.59329,0.95962,0.84576,0.70868,0.78862,0.69129,0.84868,0.70966,0.78372,0.66583,0.47799,0.98935,0.56787,0.92735,0.006271,0.006271,0.006271
115,11872.1,0.54492,0.92217,0.60403,0.95998,0.84548,0.70804,0.78959,0.69175,0.84895,0.70847,0.78451,0.6656,0.47859,0.98796,0.56752,0.92876,0.006238,0.006238,0.006238
116,11974.9,0.5398,0.91304,0.5914,0.95839,0.84362,0.70933,0.78952,0.69196,0.84691,0.70987,0.78452,0.66567,0.47731,0.98943,0.56611,0.92764,0.006205,0.006205,0.006205
117,12077.9,0.54345,0.92239,0.59058,0.95906,0.84389,0.70901,0.7899,0.69247,0.84608,0.70836,0.78489,0.66579,0.47777,0.98946,0.56559,0.92799,0.006172,0.006172,0.006172
118,12180.8,0.54165,0.91004,0.58356,0.95719,0.84454,0.70674,0.78948,0.6926,0.84601,0.70739,0.78476,0.66588,0.4765,0.98919,0.566,0.92678,0.006139,0.006139,0.006139
