epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,20908.1,0.4329,0.68236,0.43969,0.90905,0.86579,0.72359,0.80914,0.72416,0.86936,0.72327,0.80658,0.69283,0.41315,0.90629,0.51842,0.90131,0.005941,0.005941,0.005941
125,21077.6,0.43531,0.69077,0.44368,0.90864,0.86323,0.72651,0.80907,0.72477,0.87008,0.72165,0.80661,0.69275,0.41317,0.90732,0.51927,0.90148,0.005908,0.005908,0.005908
126,21246.2,0.4297,0.66789,0.43518,0.90774,0.86268,0.72489,0.80896,0.72411,0.86814,0.72456,0.80648,0.69268,0.41379,0.90835,0.51866,0.90198,0.005875,0.005875,0.005875
127,21414.4,0.42547,0.67338,0.43065,0.90661,0.86295,0.72456,0.80865,0.72348,0.86656,0.72586,0.80692,0.69201,0.41398,0.90831,0.51982,0.90209,0.005842,0.005842,0.005842
128,21582.4,0.43124,0.68784,0.43457,0.90852,0.86499,0.72391,0.80835,0.72363,0.86788,0.72586,0.80684,0.69234,0.41374,0.90753,0.52004,0.90147,0.005809,0.005809,0.005809
129,21750.5,0.42676,0.67212,0.42632,0.90543,0.86645,0.72229,0.8093,0.723,0.87479,0.72219,0.80661,0.69185,0.41446,0.90739,0.5187,0.90263,0.005776,0.005776,0.005776
130,21918.9,0.42231,0.66305,0.42571,0.90417,0.87041,0.72044,0.80897,0.72244,0.87522,0.721,0.80697,0.69178,0.41523,0.90633,0.51801,0.90372,0.005743,0.005743,0.005743
131,22087.3,0.42559,0.66384,0.43133,0.90906,0.86993,0.72067,0.80865,0.7226,0.88222,0.71581,0.8072,0.69234,0.41375,0.9044,0.51832,0.90226,0.00571,0.00571,0.00571
132,22255.2,0.42769,0.67032,0.42651,0.9065,0.86842,0.72286,0.80845,0.72274,0.88177,0.71743,0.80664,0.69177,0.41334,0.90578,0.51881,0.90164,0.005677,0.005677,0.005677
133,22423.1,0.42211,0.66483,0.41963,0.90401,0.8665,0.72456,0.8083,0.72232,0.88006,0.71711,0.80613,0.69127,0.41359,0.9077,0.51994,0.90232,0.005644,0.005644,0.005644
134,22591,0.4201,0.65742,0.42048,0.90153,0.87025,0.72229,0.80817,0.72198,0.8776,0.72035,0.80725,0.69149,0.41336,0.90749,0.51971,0.90224,0.005611,0.005611,0.005611
135,22759.1,0.42475,0.65789,0.42443,0.90539,0.86735,0.72253,0.80844,0.72225,0.87877,0.71873,0.80742,0.69184,0.41357,0.90695,0.52106,0.90256,0.005578,0.005578,0.005578
136,22927.3,0.42342,0.65652,0.41706,0.90239,0.86326,0.72424,0.80842,0.72207,0.87798,0.71808,0.80671,0.69166,0.41354,0.90645,0.52093,0.90281,0.005545,0.005545,0.005545
137,23095.3,0.42297,0.66323,0.41637,0.90248,0.86007,0.72553,0.80797,0.72203,0.88112,0.7157,0.80682,0.69203,0.41434,0.90566,0.52091,0.90352,0.005512,0.005512,0.005512
138,23263.5,0.42249,0.66157,0.42013,0.90251,0.86018,0.72562,0.80839,0.7222,0.88289,0.71452,0.80656,0.69184,0.41326,0.90556,0.52103,0.90312,0.005479,0.005479,0.005479
139,23432,0.41955,0.65175,0.41908,0.90301,0.86216,0.7236,0.80772,0.7219,0.88289,0.71452,0.8063,0.6913,0.41307,0.90625,0.52101,0.90323,0.005446,0.005446,0.005446
140,23600.4,0.41878,0.64805,0.41146,0.90156,0.86425,0.72197,0.8079,0.7221,0.88253,0.71452,0.80631,0.69134,0.41409,0.90607,0.52127,0.90447,0.005413,0.005413,0.005413
141,23768.7,0.41747,0.64652,0.41204,0.90155,0.86489,0.72189,0.80768,0.72203,0.87444,0.71987,0.80667,0.69087,0.41369,0.90637,0.52098,0.90476,0.00538,0.00538,0.00538
142,23936.9,0.41682,0.65426,0.41166,0.90339,0.86577,0.72229,0.808,0.7217,0.87314,0.72039,0.8062,0.69077,0.4139,0.90631,0.52066,0.90511,0.005347,0.005347,0.005347
143,24105.5,0.41954,0.65482,0.41167,0.90145,0.86273,0.72505,0.80775,0.72191,0.87378,0.72006,0.80625,0.69107,0.41369,0.90564,0.52111,0.90498,0.005314,0.005314,0.005314
