epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,7208.83,0.49397,0.8684,0.59861,0.9589,0.84843,0.69961,0.79631,0.6995,0.84473,0.69767,0.78958,0.6695,0.46828,0.95659,0.5655,0.92497,0.0004556,0.0004556,0.0004556
41,7385.68,0.45697,0.81556,0.55941,0.93547,0.86369,0.69399,0.79611,0.69717,0.86804,0.686,0.78645,0.66693,0.47168,0.94621,0.57961,0.92814,0.000416,0.000416,0.000416
42,7561.46,0.44417,0.79633,0.53672,0.92728,0.86915,0.6909,0.79645,0.70081,0.86747,0.68762,0.78793,0.66882,0.46429,0.94546,0.56818,0.92186,0.0003764,0.0003764,0.0003764
43,7737.35,0.44252,0.78822,0.52971,0.92758,0.85444,0.69429,0.79704,0.69963,0.85991,0.68423,0.78596,0.66801,0.47099,0.94309,0.57046,0.92913,0.0003368,0.0003368,0.0003368
44,7913.24,0.43209,0.77261,0.51539,0.92194,0.85348,0.69831,0.79526,0.69974,0.8507,0.69281,0.78717,0.66894,0.46451,0.94579,0.56566,0.92165,0.0002972,0.0002972,0.0002972
45,8088.92,0.42402,0.75685,0.50031,0.91532,0.86625,0.68417,0.79332,0.69755,0.87634,0.6779,0.7856,0.66788,0.46802,0.94694,0.56791,0.92311,0.0002576,0.0002576,0.0002576
46,8264.74,0.41449,0.75756,0.48983,0.90993,0.8619,0.68963,0.79654,0.69989,0.86752,0.68324,0.78724,0.67279,0.46127,0.92943,0.55841,0.92492,0.000218,0.000218,0.000218
47,8440.55,0.40401,0.73309,0.47595,0.90286,0.84158,0.70253,0.79719,0.70255,0.84025,0.69831,0.79057,0.67169,0.45727,0.93429,0.55442,0.92085,0.0001784,0.0001784,0.0001784
48,8616.62,0.40143,0.72379,0.46573,0.90166,0.87498,0.69169,0.80034,0.70439,0.8753,0.686,0.79206,0.675,0.4591,0.92882,0.54838,0.92135,0.0001388,0.0001388,0.0001388
49,8792.57,0.39525,0.70633,0.45085,0.89849,0.84993,0.70706,0.80158,0.70486,0.84578,0.70188,0.79253,0.67314,0.45564,0.93536,0.54307,0.92075,9.92e-05,9.92e-05,9.92e-05
50,8968.81,0.3938,0.70104,0.45205,0.89883,0.84102,0.71679,0.80233,0.70476,0.84893,0.69922,0.7923,0.67392,0.45708,0.92962,0.5432,0.92105,5.96e-05,5.96e-05,5.96e-05
