epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,1900.67,0.32084,0.35696,0.28108,0.85386,0.97423,0.98184,0.98925,0.96302,0.97621,0.97717,0.98951,0.91223,0.23715,0.42171,0.2333,0.58945,0.001307,0.001307,0.001307
107,1918.58,0.31796,0.35443,0.2896,0.84889,0.97303,0.98485,0.99036,0.96702,0.97303,0.98485,0.99037,0.92673,0.22571,0.39484,0.21498,0.59447,0.0013004,0.0013004,0.0013004
108,1936.42,0.32079,0.36014,0.28775,0.85215,0.97423,0.98191,0.99033,0.96444,0.97208,0.97974,0.99106,0.89469,0.23202,0.42464,0.23306,0.59458,0.0012938,0.0012938,0.0012938
109,1954.27,0.31421,0.36663,0.28134,0.85338,0.97619,0.97629,0.9915,0.96548,0.97836,0.97845,0.99167,0.91697,0.22974,0.38016,0.22426,0.59015,0.0012872,0.0012872,0.0012872
110,1972.09,0.31749,0.36169,0.28317,0.85361,0.97344,0.98918,0.99091,0.96704,0.98031,0.98485,0.99082,0.91566,0.23256,0.45169,0.21633,0.58785,0.0012806,0.0012806,0.0012806
111,1990.09,0.31847,0.36169,0.28632,0.84966,0.98404,0.98268,0.99183,0.96785,0.98187,0.98052,0.99139,0.89495,0.22646,0.40067,0.21262,0.59127,0.001274,0.001274,0.001274
112,2007.95,0.31749,0.37369,0.28212,0.85074,0.98389,0.97403,0.99008,0.96409,0.98389,0.97403,0.98982,0.90991,0.23591,0.40909,0.2272,0.59575,0.0012674,0.0012674,0.0012674
113,2025.79,0.31076,0.35242,0.28242,0.84696,0.97431,0.98494,0.99091,0.96608,0.97431,0.98494,0.99054,0.90054,0.23139,0.35532,0.2146,0.58503,0.0012608,0.0012608,0.0012608
114,2043.6,0.31392,0.35094,0.27181,0.85266,0.97424,0.98243,0.99071,0.96738,0.97422,0.9817,0.9903,0.89405,0.2373,0.40152,0.21999,0.59112,0.0012542,0.0012542,0.0012542
115,2061.58,0.3205,0.37138,0.27914,0.84968,0.97872,0.98052,0.99154,0.96936,0.97872,0.98052,0.99129,0.9094,0.23932,0.43019,0.2172,0.59478,0.0012476,0.0012476,0.0012476
116,2079.44,0.31771,0.36646,0.28047,0.84962,0.97452,0.97403,0.9907,0.96628,0.98028,0.97619,0.99079,0.93795,0.2365,0.32101,0.22705,0.59456,0.001241,0.001241,0.001241
117,2097.33,0.31601,0.35715,0.28166,0.8485,0.96997,0.97867,0.98932,0.96452,0.97211,0.98079,0.98945,0.92036,0.21906,0.40621,0.22007,0.58927,0.0012344,0.0012344,0.0012344
